Tornado # in Year;Year;Month;Day;Time (CST);County;Damage Scale;Maximum Path Width (Yards);Path Length (Miles);Fatalities;Injuries;Location;
7;1957;5;10;1945;Henry;F1;10;0.1;0;0;Headland;
6;1957;4;8;1030;Cullman-Morgan-Marshall;F3;10;16.3;0;0;Hulaco-Near Guntersville;
5;1957;4;8;1015;Morgan-Marshall;F3;200;38.8;2;125;6 SW Falkville-6 SE New Hope;
4;1957;4;8;0946;Marion-Winston-Lawrence;F3;100;51.4;0;5;1.6 SSE Hamilton-6.8 SSW Danville;
3;1957;4;7;2335;Franklin;F2;10;0.1;0;0;Near Red Bay;
2;1957;3;31;2330;Mobile;F1;67;1.0;0;4;6 SW Mobile - 5 SW Mobile;
1;1957;2;1;2000;Houston;F1;10;0.1;0;0;Dothan;
21;1958;9;20;1630;Lauderdale;F1;10;0.1;0;0;Elgin Crossroads;
20;1958;6;2;1600;Houston;F1;200;0.3;0;0;Columbia;
19;1958;5;25;1600;Morgan;F2;50;0.1;0;1;Near Decatur;
18;1958;4;29;0640;Etowah;F1;100;0.1;0;0;Near Gadsden;
17;1958;4;29;0640;Chilton;F1;100;12.1;0;0;Jemison-Friendship-Walnut Creek-Sunshine;
16;1958;4;29;0630;Chilton;F0;10;0.1;0;0;2 E Clanton;
15;1958;4;29;0600;Jefferson;F1;100;0.5;0;0;6 SSW McCalla;
14;1958;4;29;0600;Jefferson;F2;300;0.3;0;0;Gardendale;
13;1958;4;6;0003;Marshall-Jackson;F3;100;25.7;0;1;Albertville-Section;
12;1958;4;5;2320;Cullman-Morgan;F2;100;6.6;0;0;West Point-Lacon;
11;1958;4;5;2300;Cullman-Morgan;F1;200;8.8;0;0;Vinemont -Eva;
10;1958;4;5;2230;Madison;F1;10;0.1;0;0;Near Harvest;
9;1958;4;5;2215;Limestone;F2;50;10.5;0;1;Athens-Thach;
8;1958;4;5;2200;Lawrence-Limestone;F2;100;25.6;0;0;Town Creek - Elk River Bridge;
7;1958;4;5;2100;Colbert-Lawrence-Lauderdale;F2;100;19.2;1;1;SE Spring Valley-3 S Leighton-3 N Town Creek-Rogersville;
6;1958;4;5;2000;Morgan;F1;100;0.5;0;0;Decatur;
5;1958;2;27;0130;Montgomery-Macon;F1;200;12.9;0;0;2 S Mathews-2 E Shorter;
4;1958;2;26;2330;Escambia;F1;10;0.1;0;0;4 NE Atmore;
3;1958;2;26;2000;Choctaw;F2;67;20.9;0;0;Isney-W Gilbertown-Toxey-Jachin;
2;1958;2;6;1405;Pike;F2;200;11.3;0;0;W Goshen-NW Troy;
1;1958;1;31;1330;Franklin;F2;440;3.0;0;0;1.3 SW Belgreen- 1.7 NE Belgreen;
8;1959;7;1;1240;Dallas;F2;50;0.1;0;3;2.5 E Selma;
7;1959;5;20;2030;Dallas;F1;200;0.1;0;0;Selma;
6;1959;5;12;1330;Jefferson;F3;440;8.6;0;5;1 S Bessemer-Fairfield;
5;1959;5;12;1210;Bibb;F2;100;4.9;0;0;4 S Centreville;
4;1959;4;28;1830;Talladega;F1;10;0.1;0;0;Near Plantersville;
3;1959;3;26;1445;Mobile;F1;10;0.1;0;0;Citronelle;
2;1959;3;21;2000;Coffee;F2;150;2.7;0;0;Enterprise;
1;1959;1;21;0545;Cullman;F2;10;0.1;0;0;5 W Baileyton;
10;1960;10;8;1427;Jefferson;F0;10;0.1;0;0;Near Birmingham;
9;1960;9;16;1320;Talladega;F2;33;0.3;0;2;Sylacauga;
8;1960;9;15;2200;Clarke;F2;10;0.1;0;0;Gosport;
7;1960;7;4;1750;Butler;F0;10;0.1;0;0;8 E Georgiana;
6;1960;5;26;1300;Jackson;F1;10;0.2;0;0;Scottsboro;
5;1960;5;7;0137;Mobile;F2;100;0.2;0;0;Near Bellefountaine-Hollingers Island;
4;1960;5;7;0055;Mobile;F2;100;0.1;0;0;W St. Elmo;
3;1960;5;5;0700;Mobile;F1;10;11.5;0;0;1.2 NW Chunchula - Satsuma;
2;1960;3;29;1700;Monroe;F2;50;5.7;0;0;3 SW Peterman-1 E Peterman;
1;1960;1;29;0600;Mobile;F1;10;0.1;0;0;6 SW Mobile;
22;1961;12;17;2000;Perry;F2;100;5.4;0;1;2.5 SSE Marion-5.8 E Marion;
21;1961;12;12;0500;Cleburne;F1;10;0.1;0;0;Shoal Creek Recreation Area;
20;1961;12;12;0415;Sumter;F2;10;24.2;0;0;2 S Cuba-Near Bellamy-5 NE Coatopa;
19;1961;12;11;2100;Coosa;F2;10;0.1;0;0;Goodwater;
18;1961;12;11;2005;Chilton;F1;150;2.0;0;0;Collins Chapel;
17;1961;12;11;1900;Hale;F2;150;8.3;0;0;Madison-Christian Community;
16;1961;12;11;1900;Perry;F3;100;9.4;0;2;W Marion-NE Sprott;
15;1961;12;11;1805;Calhoun;F3;200;3.3;0;0;1.4 SW Jacksonville-1.3 NE Jacksonville;
14;1961;12;10;0730;Escambia;F3;33;0.2;0;12;Brewton;
13;1961;9;10;1455;Mobile;F1;10;0.5;0;0;8 E Bayou La Batre;
12;1961;6;20;1330;Houston;F2;10;0.1;0;0;Cowarts;
11;1961;6;6;1500;Madison;F1;10;0.1;0;0;1.5 E New Market;
10;1961;4;27;0900;Pike;F2;10;0.1;0;2;9SSW Troy;
9;1961;4;9;0930;Pike-Barbour-Coffee;F1;10;54.1;0;0;Near Abbeville - Eufaula;
8;1961;3;31;1310;Russell;F3;167;3.0;0;7;Phenix City;
7;1961;3;17;0830;Escambia;F1;10;4.1;0;0;Atmore-SE Robinsonville;
6;1961;3;8;0400;Tallapoosa;F1;10;0.1;0;0;Alexander City;
5;1961;3;7;2340;Cullman-Morgan-Marshall;F3;200;19.3;0;8;W Fairview-Hulaco-Eddy-Union Grove-Guntersville Dam;
4;1961;3;7;2130;Fayette-Walker;F3;100;25.9;0;1;Mt. Vernon-Bluff-New River-Kansas;
3;1961;2;24;1630;Russell;F2;100;25.6;0;4;Hurtsboro-Near Hatchechubbee and Seale-5 S Phenix City;
2;1961;2;22;0530;Tuscaloosa;F2;10;0.1;0;0;Tuscaloosa;
1;1961;2;20;1800;Marengo;F1;10;0.1;0;2;NE Linden;
11;1962;3;31;0800;Baldwin;F2;100;11.9;0;0;SE Bon Secour-E Miflin;
10;1962;3;31;0210;Marion;F1;10;1.0;0;0;Winfield;
9;1962;3;31;0200;Fayette;F2;10;0.1;0;0;Belk;
8;1962;3;30;2300;Colbert;F1;10;0.1;0;0;NW Littleville;
7;1962;3;25;1715;Marshall;F1;100;0.5;0;0;Douglas;
6;1962;3;25;1530;Cullman;F1;10;3.8;0;0;Cullman;
5;1962;3;21;0125;Talladega;F2;10;0.5;0;0;Sylacauga;
4;1962;3;21;0100;Calhoun;F3;250;2.3;0;10;Weaver;
3;1962;1;5;2230;Houston-Henry;F1;100;5.1;0;0;W Kinsey-Headland;
2;1962;1;5;1730;Crenshaw-Pike;F2;10;2.0;0;0;2 W Glenwood - Glenwood;
1;1962;1;5;1630;Covington;F2;10;0.1;0;0;Andalusia;
20;1963;5;27;0710;Jefferson;F2;10;0.1;0;0;Birmingham;
19;1963;4;30;0600;Russell;F2;10;11.7;0;0;Crawford;
18;1963;4;29;1955;Marion;F2;10;15.5;0;17;Byrd-Fulton Bridge-3 E Hamilton;
17;1963;4;29;1815;Lowndes-Montgomery;F2;400;9.8;0;0;2 NW Letohatchee-Tabernacle-Pintlalla;
16;1963;4;29;1730;Autauga;F2;600;10.6;0;0;5 SW Independence-Swift Creek;
15;1963;4;29;1620;Talladega;F2;10;0.1;0;4;Near Dry Valley;
14;1963;4;29;1500;Shelby;F2;10;0.1;0;0;Pelham;
13;1963;4;20;1500;Shelby;F1;10;0.1;0;0;Mountain View Lake;
12;1963;3;17;1000;Bibb;F3;100;2.7;0;4;Brent-Centreville;
11;1963;3;12;1625;Tallapoosa;F1;10;9.1;0;0;Mt Carmel-Dudleyville;
10;1963;3;11;2045;Marion-Winston;F2;333;32.2;0;4;5 SSW Hamilton-Pebble Community;
9;1963;3;11;1740;Limestone-Madison;F2;100;47.2;1;3;Paradise Shores-Ripley-Copeland-East Limestone-Plevna;
8;1963;3;11;1725;Franklin;F2;10;0.1;0;0;Pogo;
7;1963;3;11;1400;Cullman;F4;880;28.0;2;6;Valley Grove-Phelan-Berlin-Fairview-Holly Pond;
6;1963;3;11;1400;Pickens-Fayette;F2;440;7.0;0;0;5.7 NW Reform-Ashcraft Community;
5;1963;3;11;1400;Walker;F1;10;0.1;0;0;Townley;
4;1963;3;5;1655;Cherokee;F1;10;7.1;0;3;8.6 NE Piedmont -Rock Run-15.9 SE Centre;
3;1963;3;5;1535;Jefferson;F4;667;14.9;0;35;Bessemer-Homewood-Mountain Brook;
2;1963;1;20;1500;Coffee;F1;10;14.1;0;0;13 WSW Enterprise;
1;1963;1;19;1300;Clarke;F2;10;3.3;0;0;1.7 N Grove Hill - 4.2 NE Grove Hill;
26;1964;12;26;1230;Russell;F2;10;0.1;0;0;Crawford;
25;1964;12;26;1000;Butler;F1;10;0.1;0;0;Brushey Creek;
24;1964;12;24;2330;Covington;F0;300;21.0;0;0;Conecuh National Forest;
23;1964;12;24;2115;Baldwin;F2;100;2.0;0;3;W Foley;
22;1964;12;24;1935;Butler;F2;10;4.9;0;0;Butler Springs-SW Forest Home;
21;1964;10;4;1500;Barbour;F2;10;0.1;0;3;Eufaula;
20;1964;10;4;1020;Butler;F1;100;3.3;0;0;2 SW Georgiana-Near Chapman;
19;1964;10;4;0930;Conecuh;F1;10;0.1;0;0;6 NE Evergreen;
18;1964;7;9;1430;Talladega;F2;10;0.1;0;0;Lincoln;
17;1964;4;28;1830;Lowndes;F2;10;6.8;0;0;Sandy Ridge-Flatwood;
16;1964;4;28;1740;Tallapoosa;F1;10;13.0;0;0;Ourtown-3 NE Dadeville;
15;1964;4;28;1700;Cleburne;F3;10;5.1;0;8;Fruithurst-Muscadine;
14;1964;4;28;1545;Calhoun;F2;10;4.3;0;0;2.1 W Alexandria - 2 ENE Alexandria;
13;1964;4;28;1545;Talladega;F3;10;0.1;0;1;Lincoln;
12;1964;4;28;1510;St. Clair;F1;10;0.1;0;0;Ashville-Ragland;
11;1964;4;7;1030;Cherokee;F1;10;5.4;0;0;Blanche-Rhinehart;
10;1964;4;7;1000;Marshall;F1;10;0.1;0;0;Arab;
9;1964;4;7;1000;DeKalb;F1;10;0.1;0;0;Lathamville-Crossville;
8;1964;4;7;0910;DeKalb;F2;10;3.3;0;1;Painter-Oak Hill;
7;1964;4;7;0830;Cullman;F2;50;5.1;0;0;Longview-NE Vinemont;
6;1964;4;6;0600;Choctaw;F1;10;0.1;0;0;Ararat;
5;1964;3;25;1545;Winston;F3;267;5.4;0;11;5.4 SW Addison-Addison;
4;1964;3;9;1700;Lauderdale;F3;100;15.0;2;5;Near Florence-Whitehead;
3;1964;3;9;1645;Franklin;F3;100;10.4;0;1;Spruce Mountain-Tharptown;
2;1964;1;24;2100;DeKalb;F2;10;0.1;0;0;Rodentown;
1;1964;1;24;1900;Shelby;F4;100;4.0;10;6;1.9 SSW Harpersville - 3.9 SE Harpersville;
9;1965;11;27;0300;St. Clair;F2;10;14.5;0;0;Moody - Pell City;
8;1965;9;29;2130;Crenshaw;F2;10;0.1;0;2;Centenary;
7;1965;9;11;2000;Cullman;F1;10;4.3;0;0;Cullman;
6;1965;9;10;0001;Mobile;F0;10;0.1;0;0;Near Theodore;
5;1965;7;24;1330;Bibb;F1;100;0.1;0;0;Woodstock;
4;1965;4;15;1715;Jackson-DeKalb;F3;50;9.6;0;2;Blow Gourd-E Rosalie-S Ider-Sulphur Springs;
3;1965;3;17;0730;Colbert-Lauderdale-Limestone;F3;10;29.8;0;22;Tuscumbia-Wilson Dam-SE Killen-Center Star-Anderson-Good Springs;
2;1965;2;11;1840;Pickens;F3;100;1.5;0;18;Aliceville;
1;1965;2;11;1710;Colbert;F2;10;0.1;0;0;Florence;
10;1966;11;10;1230;Lowndes-Montgomery;F2;50;9.3;0;0;6 W Dannelly Field-Hope Hull;
9;1966;11;10;1110;Baldwin;F2;10;7.7;0;0;Ranbun-Perdido;
8;1966;11;10;0930;Hale;F2;100;1.0;0;0;Moundville;
7;1966;11;10;0830;Jefferson;F1;10;0.1;0;0;Bradford;
6;1966;11;10;0815;Cullman;F2;10;7.6;0;1;West Point-Vinemont;
5;1966;8;12;1715;Russell;F0;10;0.1;0;0;Pittsview;
4;1966;7;20;1645;Houston;F1;10;1.0;0;0;Kinsey;
3;1966;4;26;1950;Jefferson;F0;10;0.1;0;0;17 NE Birmingham Airport;
2;1966;3;3;2000;Jefferson;F1;10;0.1;0;2;Gardendale;
1;1966;3;3;1930;Pickens-Tuscaloosa;F5;900;66.5;1;27;3.5 NW Panola-Vienna-Benevola-Near Buhl-20 NE Tuscaloosa;
24;1967;12;21;1930;Madison;F1;10;12.6;0;1;Huntsville;
23;1967;12;19;0500;Jefferson;F2;10;2.0;0;0;Birmingham;
22;1967;12;18;0625;Sumter;F3;10;7.6;0;0;Bellamy-Coatopa Communities;
21;1967;12;18;0325;Morgan-Madison;F2;300;22.9;2;27;Talucah-NW Laceys Spring-NW Gurley;
20;1967;12;10;410;Baldwin;F2;10;14.2;0;0;Bon Secour-Miflin-Josephine;
19;1967;12;2;1545;Monroe;F2;300;0.1;0;0;Frisco City;
18;1967;11;24;1305;Madison;F2;83;6.6;0;7;Huntsville-Bailey Cove-Big Cove;
17;1967;11;22;1600;Calhoun;F2;10;3.8;0;2;Anniston;
16;1967;10;30;1500;Mobile;F2;10;0.1;0;0;7 SE Bayou La Batre;
15;1967;10;30;0930;Baldwin;F2;10;13.1;0;1;2.7 E Gulf Shores-Magnolia Springs;
14;1967;10;24;1900;Colbert-Lawrence;F3;10;15.0;0;3;E Colbert Heights-N Leighton-3 N Town Creek;
13;1967;10;24;1845;Lauderdale;F3;100;11.9;0;1;6 W Florence-Shoals Creek;
12;1967;7;19;1700;Mobile;F1;10;0.1;0;0;2 SW Mobile;
11;1967;6;29;1400;Franklin;F2;10;0.5;0;0;Red Bay;
10;1967;6;21;1300;Franklin;F1;10;0.1;0;0;Red Bay;
9;1967;5;7;0440;Talladega;F2;10;5.2;0;0;2.5 S Talladega-Grasmere Community-2.5 NE Waldo;
8;1967;5;6;1845;Jefferson;F3;200;4.3;1;25;West End-Homewood;
7;1967;3;6;1900;Calhoun;F2;10;0.1;0;0;Anniston;
6;1967;3;6;1800;Chilton;F1;10;0.1;0;4;Maplesville;
5;1967;3;6;1720;St. Clair;F2;10;0.1;0;0;5 NE Ashville;
4;1967;3;6;1700;Perry;F2;200;2.3;0;0;1.7 SW Uniontown-1 E Uniontown;
3;1967;3;6;1530;Walker-Jefferson;F4;440;20.9;2;25;Sumiton-Rocky Hollow-Dilworth-Empire-N Warrior;
2;1967;3;6;1510;Walker;F1;10;0.1;0;1;Farmstead Community;
1;1967;3;6;1430;Pickens;F1;10;0.1;0;0;Stansel Community;
10;1968;12;27;2330;Shelby;F2;10;5.6;0;2;5 W Calera-1 N Calera;
9;1968;11;17;1245;Coosa-Chilton;F3;400;32.3;1;24;9 SW Clanton-3 N Rockford;
8;1968;11;17;1130;Choctaw;F2;10;11.5;0;2;Needham-NE Land;
7;1968;11;3;1755;Mobile-Baldwin-Escambia;F3;400;64.6;0;18;8 NW Mobile-Saraland-Bay Minette-Canoe-;
6;1968;5;29;1730;Lawrence;F2;10;2.0;0;0;Loosier-Hatton;
5;1968;5;27;1630;Escambia;F1;10;0.1;0;0;Huxford;
4;1968;5;14;1845;Colbert-Lauderdale;F1;10;2.0;0;0;Sheffield-Florence;
3;1968;4;4;1300;Marshall;F2;10;4.1;0;0;Albertville-4.1 ENE Albertville;
2;1968;4;4;1000;Colbert;F1;10;14.4;0;0;Littleville-Muscle Shoals;
1;1968;1;23;1630;Barbour-Dale;F1;200;11.8;0;0;Ariton - 1 NW Blue Springs;
12;1969;12;30;1345;Etowah-Calhoun;F2;100;15.7;0;2;Ohatchee-Near Gadsden;
11;1969;8;22;1615;Baldwin;F1;10;0.1;0;0;Near Spanish Fort;
10;1969;7;27;1530;Mobile;F1;37;0.3;0;0;Dog River;
9;1969;7;8;1730;Baldwin;F0;10;0.1;0;0;5 E Spanish Fort;
8;1969;6;29;1555;Washington;F0;10;0.1;0;0;Between Leroy-Wagerville;
7;1969;5;18;1000;Cullman;F1;50;0.5;0;0;Glencoe;
6;1969;5;18;0930;Bullock;F1;10;0.1;0;0;Smuteye;
5;1969;5;18;0730;Crenshaw;F2;10;6.4;0;0;2.7 SE Brantley-7.5 E Brantley;
4;1969;5;17;1810;Pike;F1;10;7.1;0;0;10 S Troy-Banks;
3;1969;5;17;1715;Jefferson;F1;10;0.1;0;0;Birmingham;
2;1969;4;18;0230;Montgomery-Bullock-Butler-Crenshaw;F4;500;52.4;2;14;Greenville-Panola-Fitzpatrick;
1;1969;4;18;0030;Pike;F1;10;2.5;0;0;Mossy Grove-3.6 SE Troy;
14;1970;8;1;1845;Morgan;F1;10;0.1;0;0;NE Priceville;
13;1970;7;4;1535;Clarke;F0;10;0.10;0;0;Southwest of Grove Hill;
12;1970;6;21;1900;Cullman;F2;10;3.8;0;0;Good Hope-Beach Grove;
11;1970;6;2;0730;Baldwin;F2;10;0.1;0;0;Daphne;
10;1970;4;26;1300;Randolph;F2;10;1.0;0;2;Tin Shop - 5 SW Wedowee;
9;1970;4;26;0935;Shelby;F1;300;3.3;0;0;NNE Vincent - 4 NE Vincent;
8;1970;4;26;0800;Madison;F1;50;8.6;0;0;New Sharon-4.3 ENE Hazel Green;
7;1970;4;24;0630;Madison;F2;10;0.5;0;0;Huntsville;
6;1970;4;2;0230;Dallas;F2;300;5.6;0;0;1 NNE Plantersville-6.3 NE Plantersville;
5;1970;4;2;0120;Etowah;F2;200;6.1;0;0;2 WSW Glencoe-Hokes Bluff;
4;1970;3;30;1030;Conecuh;F1;10;0.1;0;0;9 W Castleberry;
3;1970;3;19;2308;Chambers;F3;200;2.0;2;14;Little Shawmut-Plant City;
2;1970;3;19;0600;Hale;F2;10;1;0;0;Greensboro;
1;1970;3;3;1845;Washington;F2;10;0.1;0;0;NE Chatom;
22;1971;12;20;0330;Monroe;F3;100;1.0;0;1;Uriah;
21;1971;9;17;0035;Coffee;F3;100;0.3;0;0;Danley;
20;1971;9;16;1622;Baldwin;F2;150;1.0;0;0;4 E Fairhope;
19;1971;9;16;1525;Baldwin;F1;100;8.7;0;0;2 NW Perdido-4.2 NW Atmore;
18;1971;9;16;1500;Washington;F1;200;2.0;0;0;Tibbie;
17;1971;9;16;1330;Washington;F2;200;5.7;0;0;1 N Tibbie-6.7 SE Chatom;
16;1971;6;15;1315;Etowah;F1;10;0.5;0;0;Youngs Chapel;
15;1971;4;23;1140;Monroe-Butler;F4;300;25.4;0;0;Old Texas-Greenville;
14;1971;4;23;1115;Pike;F1;200;1.0;0;0;2 W Troy Airport-1 W Troy Aiport;
13;1971;3;6;1630;Jefferson;F2;300;4.9;0;2;1 S Clay-Goodner Mountain;
12;1971;3;3;0400;Pike;F3;10;2.0;0;0;Brundidge;
11;1971;3;2;2120;Clarke;F3;100;4.9;0;0;Tallahatta Springs-Thomasville;
10;1971;3;2;1000;Pike-Barbour;F3;10;23.8;0;0;W Springhill-N Brundidge-Louisville;
9;1971;3;1;1615;Houston;F2;10;0.1;0;0;Dothan;
8;1971;2;26;1405;Chambers-Lee;F1;50;7.3;0;0;5 SW Waverly-Waverly;
7;1971;2;26;1400;Randolph;F0;10;0.1;0;0;Roanoke;
6;1971;2;26;1230;Jefferson;F1;50;2.0;0;3;East Lake-Roebuck;
5;1971;2;26;1100;Greene;F3;50;4.3;0;0;3 SW Eutaw-1 E Eutaw;
4;1971;2;12;0855;Mobile;F1;33;1.0;0;0;Wilmer-Kushla;
3;1971;2;4;1945;Marion-Franklin;F3;700;34.1;1;13;7 S Hamilton-Sugar Bend-Bear Creek-Dime;
2;1971;1;25;1615;Cleburne;F1;10;1.0;0;0;Heflin;
1;1971;1;25;1500;Blount;F0;10;2.0;0;0;Cleveland-Nectar;
14;1972;12;15;0700;Escambia;F2;50;1.0;0;3;Dixonville;
13;1972;11;13;1440;Baldwin;F2;200;1.0;0;0;Rosinton;
12;1972;10;27;1345;Jefferson;F2;50;17.1;0;0;Forestdale-Gardendale-Morris-Kimberly;
11;1972;7;3;2230;Pike;F2;200;0.3;0;0;Troy;
10;1972;6;27;0845;Marshall;F2;40;0.3;0;2;Arab;
9;1972;6;8;1400;Escambia;F2;30;0.1;0;0;Atmore;
8;1972;4;22;0340;Dallas;F2;200;5.7;0;0;8 WNW Minter-8 NW Minter;
7;1972;3;18;1500;Mobile;F1;60;1.0;0;0;Rabbit Creek;
6;1972;3;2;0745;Escambia;F2;10;4.7;0;0;Atmore-Near Canoe;
5;1972;3;2;0700;Washington;F2;10;8.0;0;0;Wagerville-Near Leroy;
4;1972;1;13;0215;Barbour-Henry;F3;200;16.8;0;2;2 E Clopton-Edwin-SE Barbour Co;
3;1972;1;13;0100;Coffee-Dale;F2;100;6.3;4;88;3 E Enterprise-Fort Rucker-Lake Tholocco;
2;1972;1;10;1030;Chambers;F2;50;4.5;0;0;Ridge Grove-4.5 NE Waverly;
1;1972;1;4;0315;Marengo;F2;100;1.0;0;0;Linden;
45;1973;12;31;1050;Baldwin;F1;100;1.0;0;0;Near Loxley;
44;1973;12;30;1658;Dale;F3;120;1.5;0;14;Fort Rucker-Ozark;
43;1973;12;29;1840;Henry;F3;70;15.0;0;2;W Headland-S Bethlehem;
42;1973;12;29;1715;DeKalb;F2;100;0.3;0;1;Crossville;
41;1973;12;29;1635;Jefferson;F1;50;0.5;0;0;Gardendale;
40;1973;12;29;1625;Coffee-Dale;F3;67;11.6;0;11;W Enterprise-N Coppinville-Fort Rucker;
39;1973;12;29;1455;Blount;F1;30;0.1;0;0;Hayden;
38;1973;12;26;0650;Talladega;F2;27;0.1;0;1;12 SE Sylacauga;
37;1973;12;26;0330;Mobile;F2;50;3.8;0;1;Prospect Heights-Theodore;
36;1973;11;27;1845;Morgan;F2;10;5.1;0;3;4.8 SE Lacon-1.6 E Eva;
35;1973;11;27;1833;Madison;F3;200;14.1;0;42;Huntsville Airport-Huntsville;
34;1973;11;27;1830;Cullman;F2;10;0.1;0;0;15 SW Cullman;
33;1973;11;26;1815;Marion;F2;10;5.4;0;5;Guin-5.4 NE Guin;
32;1973;11;26;1638;Lamar;F1;10;0.1;0;0;5.8 SE Arley;
31;1973;11;26;1620;Winston;F2;10;0.1;0;0;Arley-Addison;
30;1973;11;21;0745;Chambers;F1;33;0.1;0;0;Springdale;
29;1973;11;20;1500;Crenshaw;F2;10;0.1;0;0;Luverne;
28;1973;7;10;1700;Mobile;F0;50;0.1;0;0;Tillman's Corner;
27;1973;7;3;1345;Mobile;F0;50;0.1;0;0;Prichard;
26;1973;6;17;1245;Butler;F1;10;0.1;0;0;Near McKenzie;
25;1973;5;27;1750;Jefferson-St. Clair-Etowah;F3;800;41.6;1;44;NE Tarrant-Center Point-Springville-St Clair Springs-Ashville-Gadsden;
24;1973;5;27;1720;Hale-Bibb-Perry-Shelby-Clay-Cleburne-Talladega;F4;800;139.1;7;199;Greensboro-Brent-Centreville-Montevallo-Mt Cheaha;
23;1973;5;27;1535;St. Clair;F2;500;8.4;0;0;Burnwell-6 SSW Ashville;
22;1973;5;27;1456;Jefferson;F2;500;1.0;0;3;Bessemer;
21;1973;5;27;1415;Jackson;F2;500;4.3;0;4;Section-Dutton;
20;1973;5;27;1330;Cullman-Marshall;F2;500;31.5;0;3;Hulaco-Arab-Eddy;
19;1973;5;25;1308;Dale-Houston;F1;400;1.0;0;0;Midland City-Kelly Springs;
18;1973;5;25;1225;Pike;F1;10;0.1;0;0;Near Goshen;
17;1973;5;23;2130;Jefferson;F1;400;1.0;0;4;Near Pinson;
16;1973;5;19;1845;DeKalb;F4;400;5.4;0;19;Fort Payne-Lookout Mountain;
15;1973;5;19;1615;Jackson-DeKalb;F2;900;23.5;0;9;S Scottsboro-Section-Powell Crossroads;
14;1973;5;19;1440;Madison;F2;500;2.0;0;10;Hazel Green;
13;1973;5;8;0657;Monroe;F1;10;0.1;0;2;Megargel-Frisco City;
12;1973;5;8;0410;Marshall-DeKalb;F2;900;29.1;2;12;Guntersville-Geraldine-S Rainsville;
11;1973;5;8;0305;Winston-Walker;F2;500;2.0;0;0;William B Bankhead National Forest;
10;1973;5;7;1340;Marengo;F1;400;1.0;0;0;Near Demopolis;
9;1973;4;24;1720;Shelby-Talladega;F1;800;4.7;0;0;Wilsonville-Hutchinson-Camp Brownie;
8;1973;4;18;1700;Coffee;F2;100;1.0;0;14;Elba;
7;1973;3;16;1230;St. Clair;F1;10;1.0;0;0;Pell City;
6;1973;3;16;1210;Shelby;F2;10;4.3;0;5;Helena-Pelham;
5;1973;3;16;1100;Hale;F2;10;9.5;0;0;Cedarville-4.9 SE Greensboro;
4;1973;3;16;1030;Hale;F2;100;4.5;0;0;1.9 SW Havana-2.5 NE Havana;
3;1973;3;16;1020;Sumter;F1;100;1.0;0;0;Livingston;
2;1973;3;16;0730;Chilton-Coosa;F2;77;9.7;0;0;Mountain Creek-Near Coosa River;
1;1973;1;26;1545;Marshall;F2;10;0.1;0;0;Albertville;
39;1974;12;19;1630;Pike;F3;300;11.3;0;0;3.8 W Brundidge-5.5 ENE Banks;
38;1974;12;19;1404;Pike;F3;100;0.5;0;1;8 N Troy;
37;1974;11;11;1400;Covington;F1;10;0.1;0;0;Smyrna;
36;1974;11;5;0300;Escambia;F2;10;0.1;0;0;Huxford;
35;1974;11;4;2300;Jefferson;F1;20;1.5;0;0;Birmingham;
34;1974;10;15;1530;Blount-Marshall;F1;10;28.8;0;1;Cleveland-Albertville;
33;1974;9;7;1805;Baldwin;F0;10;0.1;0;0;Daphne;
32;1974;9;2;1210;Mobile;F0;10;0.1;0;0;Near Big Creek Lake;
31;1974;8;30;1215;Geneva;F0;50;0.1;0;0;8 S Samson;
30;1974;7;20;1530;Monroe;F0;10;0.5;0;0;1 N Beatrice;
29;1974;7;8;2020;Colbert;F0;10;0.1;0;0;N Cherokee;
28;1974;5;2;1330;Marshall;F2;400;2.0;0;0;Mt Hebron;
27;1974;4;22;1235;Perry;F2;800;2.0;0;0;Marion;
26;1974;4;8;1525;Henry;F2;10;0.1;0;0;Tembleton-Haleburg;
25;1974;4;4;1700;Houston;F1;10;0.1;0;0;Near Columbia;
24;1974;4;4;1525;Dale;F0;10;0.1;0;0;Near Midland City;
23;1974;4;3;2124;Morgan-Limestone-Madison-Jackson;F3;700;46.5;2;7;7 SE Decatur-Redstone Arsenal-NW Princeton;
22;1974;4;3;1950;Lamar-Marion-Winston-Lawrence-Morgan;F5;500;79.5;28;272;15 NNE Columbus-6N Vernon-Guin-Delmar-NW Danville-6 ESE Decatur;
21;1974;4;3;1835;Limestone-Madison;F5;500;40.6;16;190;8 SSW Athens-Vanntown;
20;1974;4;3;1800;Cherokee;F3;100;20.9;0;9;6 SW Centre-Alexis;
19;1974;4;3;1735;Pickens-Tuscaloosa-Fayette-Walker-Cullman;F4;500;110.6;3;178;Aliceville-Jasper-5.1 NW Holly Pond;
18;1974;4;3;1730;Franklin;F2;350;12.8;0;4;2 NW Phil Campbell-SE Oak Grove;
17;1974;4;3;1715;Lawrence-Limestone-Morgan-Madison;F5;500;52.0;28;267;Mt Hope-3 NW Moulton-ESE Harvest;
16;1974;4;3;1650;Cleburne;F2;150;10.4;0;0;7.5 NW Ranburne-6.3 SE Fruithurst;
15;1974;4;3;1621;Calhoun;F1;800;1.0;0;0;12 N Anniston;
14;1974;4;3;1530;Jefferson;F2;800;1.0;0;0;Concord;
13;1974;4;2;0100;Chambers;F2;10;0.1;0;0;2.5 NW Lanett;
