Tornado # in Year;Year;Month;Day;Time (CST);County;Damage Scale;Maximum Path Width (Yards);Path Length (Miles);Fatalities;Injuries;Location;
26;2014;4;28;2324;St. Clair-Blount;F2;1300;14.6;0;2;4 WNW Springville - 4 WNW Horse Pens Forty;
25;2014;4;28;2315;Clarke;F1;200;0.31;0;0;8.8 SSE Grove Hill;
24;2014;4;28;2222;Blount;F1;1000;7.81;0;0;3.9 SSW Oneonta - 4.75 ENE Oneonta;
23;2014;4;28;2216;Jefferson;F2;600;5.14;0;0;2 WSW Bessemer - 3 NNE Bessemer;
22;2014;4;28;2200;Jefferson;F1;913;7.62;0;0;4 SW North Johns - 5 NE North Johns;
21;2014;4;28;2155;Tuscaloosa-Jefferson;F1;675;4.46;0;0;2 NE East Brookwood - 2 NW Weller;
20;2014;4;28;2113;Jefferson;F2;1800;5.46;0;3;3 SSW Adamsville - 0.7 W Brookside;
19;2014;4;28;2100;Jefferson-Blount;F1;800;8.78;0;4;0.6 W Morris - 1.1 SSE Hayden;
18;2014;4;28;2059;Tuscaloosa;F1;1500;12.47;0;13;1.2 NW Hull - 1.7 S Cottondale;
17;2014;4;28;2030;Sumter;F1;150;1.03;0;0;5 SSE York - 4 SE York;
16;2014;4;28;1940;Walker;F1;150;2.39;0;0;1 SW Boldo - 1 NE Boldo;
15;2014;4;28;1939;Cullman;F3;350;8.88;0;0;Welti - Berlin;
14;2014;4;28;1918;Jackson-DeKalb;F1;100;6.13;0;0;4 SW Shiloh - 1 NE Higdon;
13;2014;4;28;1835;Fayette-Marion;F1;350;6.97;0;0;3 SE Glen Allen - 5 NW Eldridge;
12;2014;4;28;1754;Pickens;F2;500;6.21;0;5;6 NW Ethelsville - 5 W Shaw;
11;2014;4;28;1722;Lamar;F1;500;8.08;0;0;8.3 W Fernbank - 2.3 NNW Fernbank;
10;2014;4;28;1650;Madison;F1;100;8.91;0;0;4 NW Hazelgreen - 5 NE Hazelgreen;
9;2014;4;28;1638;Marion;F0;100;7.72;0;0;3 NNW Hamilton - 9.25 NE Hamilton;
8;2014;4;28;1547;Limestone;F3;600;15.56;2;30;5 SE Rogersville - 2 N Athens;
7;2014;4;28;1456;Franklin;F1;100;3.19;0;0;NW Russellville - NE Russellville;
6;2014;2;21;0156;St. Clair;F0;150;4.2;0;0;0.5 E Sanie - 0.7 S Odenville;
5;2014;2;21;0028;DeKalb;F2;50;0.83;0;1;4 NNE Fort Payne - 5 NE Fort Payne;
4;2014;2;20;2105;Limestone;F1;500;2.73;0;0;0.5 E Gipsy - 1.1 N Cross Key;
3;2014;2;20;2055;Lauderdale;F1;500;2.67;0;1;1.8 SSW Anderson - 1.8 E Anderson;
2;2014;2;20;2051;Lauderdale;F1;400;1.82;0;0;2.6 NNW Wheeler Lake South - 2.0 NNW Rogersville;
1;2014;2;20;2045;Lawrence-Limestone;F1;450;10.72;0;0;1.8 WSW Pointer Quarters - 1.2 WSW Wheeler Lake North;
32;2015;12;25;1655;Jefferson;F2;130;0.88;0;2;0.6 SE Midfield - 0.3 SSE Grasselli;
31;2015;12;25;1529;Tuscaloosa;F0;185;4.98;0;0;4.4 S Coaling - 0.7 SE Dudley;
30;2015;12;24;0434;Barbour;F0;125;3.16;0;0;5 SSW Garmon Crossroads - 1.1 WNW Hells Crossroads;
29;2015;12;24;0341;Barbour;F0;100;3.60;0;0;1.2 WNW Batesville - 2.3 ESE Spring Hill;
28;2015;12;23;1900;Lauderdale;F2;150;7.44;0;1;2 N Waterloo-8 NE Waterloo;
27;2015;8;6;2135;Pike;F1;50;0.39;0;7;2.1 SE Troy - 2.5 SE Troy;
26;2015;8;6;1940;Russell;F0;250;1.92;0;0;1.4 SW Nuckols - 0.5 NNW Nuckols;
25;2015;7;14;1759;Morgan-Cullman;F1;300;4.92;0;0;0.5 NW Cole Springs - 0.5 NE Enon;
24;2015;7;14;1748;Morgan;F0;100;0.77;0;0;2.6 W Brooksville - 2.3 WSW Brooksville;
23;2015;7;14;1735;Madison;F0;75;0.91;0;0;1.6 SE Huntsville International Airport - 1.5 NNE Trianna;
22;2015;7;14;1718;Colbert-Lawrence;F0;50;2.67;0;0;1.6 N Old Bethel - 0.9 NNW Avoca;
21;2015;7;14;1714;Lawrence;F1;250;11.43;0;0;1.8 WNW Town Creek - 1.7 SSE Wheeler;
20;2015;7;14;1700;Colbert;F1;150;9.12;0;0;0.5 W Sheffield - 0.7 NE Spring Valley;
19;2015;4;20;0045;Limestone;F0;100;0.76;0;0;0.7 S Pisgah;
18;2015;4;19;0850;Houston;F1;200;21.92;0;0;2.2 S Madrid - 1.2 S Farley Nuclear Plant;
17;2015;4;19;0817;Russell;F1;425;4.32;0;0;Oswichee-4ESE Fort Mitchell;
16;2015;4;19;0746;Henry;F1;300;2.10;0;0;5 SW Abbeville-3 SW Abbeville;
15;2015;4;19;0743;Russell;F1;188;0.44;0;0;5 SW Pittsview;
14;2015;4;19;0738;Cherokee;F0;200;3.52;0;0;1 NW Leesburg-3 NE Leesburg;
13;2015;4;19;0619;Bullock;F1;150;1.15;0;0;5 ENE Union Springs-6 ENE Union Springs;
12;2015;4;3;2005;DeKalb;F1;75;2.29;0;0;Ider-Sand Mountain;
11;2015;4;3;1915;DeKalb;F0;30;0.93;0;0;2.9 NE Grove Oak - 3 NNW Ten Broeck;
10;2015;1;4;0725;Henry;F0;50;0.56;0;0;1.8 NNW Hayes-1.7 NNW Hayes;
9;2015;1;4;0630;Dale;F0;50;0.02;0;0;1.1 NW Midland City;
8;2015;1;4;0627;Dale;F0;50;1.5;0;0;1.3 WSW Pinckard-0.2 NE Pinckard;
7;2015;1;4;0311;Crenshaw;F2;100;14.32;0;0;3.5 WNW Theba-1.9 W Social Town;
6;2015;1;3;1723;Marion;F0;60;0.28;0;0;1.6 ENE Pleasant Ridge-1.9 ENE Pleasant Ridge;
5;2015;1;3;1719;Greene-Tuscaloosa;F0;100;1.27;0;0;6.98 NNE Snoddy-7 NNW Ralph;
4;2015;1;3;1655;Greene;F1;400;1.61;0;0;3.9 NW West Greene-2.9 SSW Ridge;
3;2015;1;3;1652;Monroe;F0;50;0.11;0;0;4.9 SSW Turnbull - 4.8 SSW Turnbull;
2;2015;1;3;1636;Sumter;F1;200;1.23;0;0;2.7 WSW Bodka-1.9 W Bodka;
1;2015;1;3;1606;Sumter;F0;100;0.67;0;0;0.6 E Cuba-1.2 ENE Cuba;
65;2016;12;18;0042;Franklin;F0;75;0.97;0;0;Vina;
64;2016;12;17;2337;Colbert;F0;87;0.62;0;0;4 SSW Waterloo - 3 SSW Waterloo;
63;2016;11;30;1235;Lee-Chambers;F1;300;3.22;0;0;5 E Camp Hill - 2 E Waverly;
62;2016;11;30;0510;Marengo-Hale;F1;250;12.93;NA;0;5 WSW Faunsdale - 1 SSE Newbern;
61;2016;11;30;0211;Jackson;F0;30;3.40;0;0;8 W Stevenson - 5WNW Stevenson;
60;2016;11;30;0002;Jackson-DeKalb;F3;206;13.48;4;9;4 ENE Pisgah - 10 NNW Ider;
59;2016;11;30;0001;Marion;F1;900;16.85;0;0;1.3 S Guin - 3.8 W Natural Bridge;
58;2016;11;29;2340;Lamar;F1;600;9.69;0;0;3.1 WSW Lamar County Airport - 3.1 S Beaverton;
57;2016;11;29;2305;Marshall;F1;50;1.20;0;0;3 NW Union Grove;
56;2016;11;29;2300;Jackson;F1;150;2.31;0;0;7 SW Bryant - 6 S Bryant;
55;2016;11;29;2220;Winston-Cullman;F1;100;3.11;0;0;6 NNE Arley - Nesmith;
54;2016;11;29;2202;Jackson;F1;40;0.90;0;0;4 W Hytop - 3 W Hytop;
53;2016;11;29;2129;Madison-Jackson;F2;150;19.85;0;0;3 ENE Huntsville - 3 N Princeton;
52;2016;11;29;2052;Winston-Cullman;F2;1000;9.51;0;0;1 SSE Arley - 2 E Nesmith;
51;2016;11;29;2040;Morgan;F3;175;6.20;0;0;Danville Road - Herring Road;
50;2016;11;29;2006;Winston;F2;300;3.20;0;0;2 S Ashridge - 1 ENE Ashridge;
49;2016;11;29;2006;Fayette;F0;50;0.30;0;0;3 SW Fowlers Crossroads - 2 SW Fowlers Crossroads;
48;2016;11;29;2004;Winston;F1;100;0.40;0;0;5 E Haleyville - 5 ENE Haleyville;
47;2016;11;29;1929;Marion;F0;150;10.60;0;0;3 N Gu-Win - 2 WSW Lake Buttahatchee;
46;2016;11;29;1915;Pickens;F1;600;5.30;0;0;5 NE Ethelsville - 4 S Millport;
45;2016;11;29;1905;Franklin-Colbert;F2;100;10.87;0;3;9 NNW Russellville - 7 SSW Tuscumbia;
44;2016;8;19;2250;Limestone;F0;50;0.09;0;0;1.9 SW Oakland;
43;2016;4;6;2322;Russell;F0;75;1.32;0;0;4 N Hawkinsville - 5 NNE Hawkinsville;
42;2016;4;6;2316;Barbour;F0;200;5.37;0;0;Boot Hill - 5 N Louisville;
41;2016;4;6;2257;Russell;F1;200;7.49;0;0;4 SW Crawford - 3 SSW Ladonia;
40;2016;4;6;2254;Bullock;F2;250;7.74;0;0;4 NW Midway - 6 ENE Midway;
39;2016;4;6;2244;Lee;F0;200;4.71;0;0;5 SE Auburn - 2 ESE Beauregard;
38;2016;4;6;2232;Lee;F0;250;0.72;0;0;5 SSW Auburn - 4 SSW Auburn;
37;2016;4;6;2224;Montgomery;F0;50;0.77;0;0;4 WNW Shopton - 4 WNW Shopton;
36;2016;4;6;2218;Bullock;F0;300;3.03;0;0;6 WSW Hardaway- 3 SW Hardaway;
35;2016;4;6;2155;Montgomery;F0;250;6.01;0;0;5 SSE Montgomery - 2 W Pike Road;
34;2016;3;31;2319;Lee;F0;50;2.09;0;0;0.7 S Beauregard - 1.8 E Beauregard;
33;2016;3;31;2054;Morgan-Limestone;F2;200;9.55;0;0;2 NE Hartselle - 7 SE Mooresville;
32;2016;3;31;2042;Blount;F1;275;0.32;0;0;2.1 S Locust Fork - 1.8 S Locust Fork;
31;2016;3;31;1905;Fayette;F0;400;1.88;0;0;1.2 NW Boley Springs - 1.6 NNE Boley Springs;
30;2016;3;31;1827;Fayette;F1;500;3.70;0;0;2.9 NE Hubbertville - 3 SW Eldridge;
29;2016;3;31;1803;Fayette;F1;650;3.72;0;0;3.7 SE Bluff - 3.8 E Bluff;
28;2016;3;31;1743;Pickens;F1;350;2.88;0;0;3.9 NNE Ethelsville - 6.1 NE Ethelsville;
27;2016;3;31;1732;Pickens;F1;500;2.08;0;0;2.4 NW Stafford - 2.8 NNW Stafford;
26;2016;3;24;1330;Butler;F0;50;0.38;0;0;1 SW Mackenzie - 0.7 SSW Mackenzie;
25;2016;3;3;1836;Escambia;F1;25;0.14;0;0;Bradley;
24;2016;3;1;2027;Lee;F0;100;3.08;0;0;3.3 NW Opelika - 2.8 NE Opelika;
23;2016;3;1;1842;Talladega;F0;80;2.99;0;0;1.6 WSW Overbrook - 1.3 ESE Overbrook;
22;2016;3;1;1743;Jefferson;F2;465;5.59;0;4;0.5 SSE McAdory High School - 1.5 ENE Bessemer Airport;
21;2016;2;24;0404;Shelby;F0;80;1.11;0;0;3.7 SW Columbiana - 2.6 WSW Columbiana;
20;2016;2;23;2302;Henry;F1;150;0.50;0;0;Hardwickburg;
19;2016;2;23;2254;Henry;F0;100;0.40;0;0;2 NE Balkum;
18;2016;2;23;2238;Henry;F1;300;1.09;0;0;2 W Headland - 1 NW Headland;
17;2016;2;23;2234;Houston;F1;900;3.66;0;0;3 NNW Dothan - 2 WNW Kinsey;
16;2016;2;23;2231;Houston;F1;350;1.63;0;0;4 NW Dothan - 4 NNW Dothan;
15;2016;2;23;2224;Houston-Dale;F1;200;4.83;0;0;4 SSE Pinckard - 4 SE Midland City;
14;2016;2;23;2215;Houston;F0;200;2.76;0;0;1NNW Bailey Crossroad - 2 S Hollis Dairy Road;
13;2016;2;23;1801;Marion;F1;300;2.22;0;0;5 S Pigeye - 5 WSW Hackleburg;
12;2016;2;23;1622;Pickens;F0;150;4.80;0;0;3 ENE Reform - 5 NNE Pickens Airport;
11;2016;2;15;1900;Russell-Lee;F0;250;7.09;0;0;5.7 SW Crawford - 1.5 NNE Crawford;
10;2016;2;15;1857;Russell;F1;400;6.80;0;0;7.6 SW Hugley - 1.4 WNW Hugley;
9;2016;2;15;1820;Pike;F1;400;4.98;0;0;4 SSW Brundidge - 4 SE Brundidge;
8;2016;2;15;1700;Covington;F1;50;4.53;0;1;3.75 NNW Red Level - 7.6 N Red Level;
7;2016;2;15;1633;Conecuh;F2;250;2.19;0;0;2.1 SE Johnsonville - 3.6 E Johnsonville;
6;2016;2;15;1600;Montgomery;F0;75;2.46;0;0;2 S Mathews - Mathews;
5;2016;2;15;1550;Escambia;F2;300;3.88;0;0;Flomaton - 1.2 NW Pollard;
4;2016;2;2;2302;Pickens;F0;1400;4.18;0;0;3 SE Ethelsville - 6.2 ENE Ethelsville;
3;2016;2;2;2010;Lamar;F1;400;4.13;0;0;3.7 S Beaverton - 2 E Beaverton;
2;2016;2;2;1736;Fayette;F1;500;6.12;0;0;1 NW Ashcraft Corner - 3 SE Belk;
1;2016;2;2;1634;Pickens;F2;1200;26.20;0;1;5 WSW Cochrane - 6 NNE Carrollton;
57;2017;12;20;1040;Randolph;F0;16;3.17;0;0;4 WNW Roanoke - 1 WNW Roanoke;
56;2017;11;18;1718;Lawrence;F1;300;4.33;0;0;4.2 NW Hatton - 4.3 NNE Hatton;
55;2017;11;18;1701;Colbert;F1;200;1.71;0;0;3.5 W Littleville - 1.7 W Littleville;
54;2017;10;23;128;Morgan;F1;75;2.40;0;0;1 SW Trinity - 1 ESE Trinity;
53;2017;10;7;1947;Chilton;F0;150;5.94;0;0;1 ENE Campbell - 5 SE Ashby;
52;2017;10;7;1920;Autuaga;F0;50;3.01;0;0;3 NNE Pletcher - 4 ESE Maplesville;
51;2017;10;7;1831;Autauga;F0;625;3.93;0;0;2 S Autaugaville - 3 W Autaugaville;
50;2017;10;7;1755;Lowndes;F0;400;2.90;0;0;3 S Hayneville - 3 E Mosses;
49;2017;10;7;1734;Baldwin;F0;25;0.13;0;0;1 NNW Orange Beach;
48;2017;10;7;1726;Butler;F0;200;0.55;0;0;10 NE Greenville - 11 NE Greenville;
47;2017;10;7;1547;Mobile;F0;25;0.27;0;0;West Mobile;
46;2017;10;7;1258;Baldwin;F0;25;0.07;0;0;2 SSW Gulf Shores;
45;2017;8;31;1958;Cullman-Marshall;F2;300;13.63;0;0;1.7 SE Holly Pond - 3.5 NW Arab;
44;2017;8;31;1842;Bibb;F0;35;0.30;0;0;2 ESE Woodstock - 1 ESE West Blocton;
43;2017;8;31;1828;Bibb;F1;200;0.56;0;0;4 WSW West Blocton - 2 WSW West Blocton;
42;2017;8;31;1757;Bibb;F1;100;6.50;0;0;3 ENE Mertz - 2 WSW Eoline;
41;2017;8;31;1440;Pickens-Lamar-Fayette;F2;600;31.24;0;6;0.8 W Reform - 6 ESE Bluff;
40;2017;6;22;1342;Shelby;F0;50;0.27;0;0;3 NE Marvel;
39;2017;6;22;1121;Jefferson;F1;255;8.29;0;4;4 NNE Bessemer - 4 W Birmingham;
38;2017;6;21;1757;Covington;F1;75;4.84;0;0;5 SW Opp - 5 W Opp;
37;2017;6;21;1408;Escambia;F0;25;0.85;0;0;5 WNW Bradley - 5 NNW Bradley;
36;2017;6;21;1402;Baldwin;F0;25;0.10;0;0;1.8 SE Summerdale - 1.7 SE Summerdale;
35;2017;4;30;1312;Cullman;F0;215;10.05;0;0;0.5 SW Vinemont - 3 SE Eva;
34;2017;4;27;1659;Barbour;F0;175;1.28;0;3;1 SSW Clayton - 1 E Clayton;
33;2017;4;27;1518;Barbour;F0;75;1.18;0;0;4 NW Clayton - 4 NW Clayton;
32;2017;4;27;1025;Pike;F1;150;4.89;0;0;3 NE Troy - 4 NNW Banks;
31;2017;4;27;0803;Montgomery-Bullock;F1;250;5.59;0;0;3 ESE Carters Hill - 4 WSW Mitchell;
30;2017;4;22;1640;Jackson;F0;200;2.19;0;0;3 SW Skyline - 2 S Skyline;
29;2017;4;22;1640;Cullman;F1;200;4.39;0;0;2.5 NW Jones Chapel - 1.6 SE Jones Valley;
28;2017;4;22;1431;Franklin;F0;200;6.32;0;0;5.5 N Red Bay - 3.5 NNW Burntout;
27;2017;4;5;1939;Chambers;F1;125;1.96;0;0;2 N Trammel Crossroads - 2 W Penton;
26;2017;4;5;1540;Cleburne;F0;75;0.25;0;0;3 S Trickem - 3 WSW Ranburne;
25;2017;4;5;0949;Barbour-Henry;F2;1140;3.26;0;0;3 NW Coates - 8 SSE Eufaula Country Club;
24;2017;4;3;0754;Crenshaw;F0;25;0.05;0;0;Luverne;
23;2017;2;7;1523;Covington;F0;150;0.51;0;1;1.1 E Andalusia - 1.6 E Andalusia;
22;2017;2;7;1342;Montgomery;F0;85;0.20;0;0;2.6 S Pike Road;
21;2017;1;22;1400;Lee;F1;540;3.08;0;0;1 NE Pitts Airport - 1 ESE Sougahatchee Lake;
20;2017;1;22;1346;Lee;F0;200;4.76;0;0;4 NE Tuskegee National Forest - 1 SW Auburn;
19;2017;1;22;1306;Bullock;F1;320;1.98;0;0;1 NW Shopton - 2 NNE Shopton;
18;2017;1;22;1302;Henry;F1;100;5.52;0;0;2 WSW Grandberry Crossroads - 3.5 SW Haleburg;
17;2017;1;22;0036;Tuscaloosa;F0;200;0.28;0;0;1 N Hagler;
16;2017;1;21;0919;Lee;F1;300;0.92;0;0;1 W Smiths Station - Smiths Station;
15;2017;1;21;0908;Lee;F0;50;0.12;0;0;2 NW Crawford;
14;2017;1;21;0900;Lee;F0;150;0.83;0;0;3 SSE Opelika - 2 SSE Opelika;
13;2017;1;21;0856;Lee;F0;150;1.07;0;0;2 NNE Beauregard - 5 SSE Opelika;
12;2017;1;21;0855;Pike - Barbour;F1;400;37.34;0;0;5 N Goshen - 3 E Louisville;
11;2017;1;21;0849;Lee;F0;150;2.38;0;0;5 S Auburn - 3 SSE Auburn;
10;2017;1;21;0848;Macon - Lee;F1;100;2.84;0;0;3 N Society Hill - 4 SW Beauregard;
9;2017;1;21;0757;Elmore;F0;90;0.21;0;0;2 S Emerald Mountain - 1 S Emerald Mountain;
8;2017;1;21;0755;Elmore;F1;200;0.68;0;0;2 SSE Blue Ridge - 1.5 SE Blue Ridge;
7;2017;1;21;0755;Elmore;F1;450;1.53;0;0;1 SW Wetumpka - 1 NW Wetumpka;
6;2017;1;21;0555;Marengo;F1;900;4.17;0;0;1 ESE Wayne - 1 E Miller;
5;2017;1;21;0514;Choctaw - Marengo;F2;800;20.42;0;4;2.8 E Gilbertown - 1 E Putnam;
4;2017;1;19;1758;St. Clair;F1;175;0.70;0;0;2 ENE Coosa Island - 5 SW Pell City;
3;2017;1;2;1946;Houston;F1;200;2.52;0;0;1 NW Ardilla - 2 SW Cowarts;
2;2017;1;2;1935;Geneva- Houston;F2;500;7.82;0;0;1.4 S Malvern - 1.4 NW Memphis;
1;2017;1;2;1624;Bullock;F1;485;3.4;0;0;2 WNW Beans Crossroads - 4 E High Ridge;
36;2018;7;21;1643;Lee;F0;500;5.73;0;0;1.0 SE Opelika - 2 NNE Beauregard;
35;2018;6;22;1746;Winston-Cullman;F2;260;7.02;0;3;1 NNW Sardis - 4 WNW West Point;
34;2018;6;22;1725;Jackson-DeKalb;F1;250;1.72;0;0;0.6 E Higdon - 10.2 NNE Ider;
33;2018;4;22;1438;Baldwin;F0;100;1.04;0;0;2.6 NNE Elberta - 3.6 NNE Elberta;
32;2018;4;22;1425;Baldwin;F0;100;1.59;0;3;3 S Foley - 1.9 SE Foley;
31;2018;4;22;1405;Baldwin;F0;25;0.16;0;0;3.4 W Gulf Shores;
30;2018;4;22;1325;Montgomery;F0;250;2.56;0;0;2 NE Lapine - 2 SSW Ramer;
29;2018;4;22;1311;Crenshaw;F1;175;2.19;0;0;3.3 SSE Highland Home - 2 SE Highland Home;
28;2018;4;22;1243;Crenshaw;F1;150;3.72;0;0;8.4 WNW Luverne - 9.4 NW Luverne;
27;2018;4;22;1211;Dale;F0;100;1.18;0;0;1 S Fort Rucker - 1 WSW Fort Rucker;
26;2018;3;19;2007;Calhoun;F0;138;0.82;0;0;2 W Weaver - 2 WSW Weaver;
25;2018;3;19;1923;Calhoun-Cleburne;F3;2175;33.97;0;4;3 SSW Silver Lakes Golf Course-4 SSE Mars Hill;
24;2018;3;19;1920;Cherokee;F1;400;1.07;0;0;3 SSE Centre - 3 SE Centre;
23;2018;3;19;1902;St. Clair-Etowah-Calhoun;F2;2000;15.68;0;1;2 NE Ashville - 3 W Silver Lakes Golf Course;
22;2018;3;19;1850;Blount-;F1;880;6.38;0;0;3 S Highland Lakes - 1 S Whitney Junction;
21;2018;3;19;1830;Jackson;F1;200;0.53;0;0;6 SSE Huntland;
20;2018;3;19;1826;Marshall;F2;690;3.76;0;0;4 NNE Douglas - 3 SSW Albertville;
19;2018;3;19;1809;Blount;F0;100;0.94;0;0;1 S Strawberry - 2 SSE Strawberry;
18;2018;3;19;1758;Madison;F1;150;4.80;0;0;5 WNW Hazel Green - 3 N Hazel Green;
17;2018;3;19;1730;Jackson;F1;200;0.53;0;0;1.4 SE Fransisco - 1.8 ESE Fransisco;
16;2018;3;19;1729;Morgan-Cullman;F1;550;14.00;0;0;7 SW Hartselle - 4 NNE South Vinemont;
15;2018;3;19;1718;Lawrence;F1;100;6.80;0;0;1.6 ESE Wren - 2.7 W Speake;
14;2018;3;19;1708;Limestone;F2;600;23.54;0;0;4 SW Lester - 3 ESE Ardmore;
13;2018;3;19;1654;Lawrence;F0;250;1.16;0;0;11 N Pebble - 11 WSW Moulton;
12;2018;3;19;1621;Franklin;F1;200;2.05;0;0;1 WSW Russellville - 1 SE Russellville;
11;2018;3;19;1610;Franklin;F1;100;1.21;0;0;8 W Russellville - 7 W Russellville;
10;2018;3;19;1605;Colbert;F0;120;3.90;0;0;8 S Cherokee - 9 SSE Cherokee;
9;2018;2;28;1646;Cullman;F0;100;1.34;0;0;3 SE Eva - 3 ESE Eva;
8;2018;2;11;342;Houston;F0;25;2.81;0;0;2.2 S Madrid - 2.7 WSW Sealy Springs;
7;2018;2;10;1718;Washington;F0;100;0.17;0;0;8 W Chatom;
6;2018;2;7;0716;Marengo;F0;100;0.78;0;0;2 NE Holtamville - 3 ENE Holtamville;
5;2018;2;7;0704;Autauga;F0;150;1.97;0;0;2 WSW Vida Junction - 1 SSW Vida Junction;
4;2018;2;7;0603;Chilton;F0;300;2.49;0;0;2 W Jemison - Jemison;
3;2018;2;7;0551;Bibb;F0;50;0.67;0;0;3 NNW Randolph - 4 N Randolph;
2;2018;2;7;0544;Marengo - Hale;F1;1100;11.42;0;0;2 NNW Old Spring Hill - 2 N Faunsdale;
1;2018;2;7;0511;Sumter;F0;150;1.97;0;0;5 N Ward - 5 NNE Ward;
